definition,event_date,species,guild,n_ind_pre,n_ind_evt,n_ind_post,centroid_shift_km,d_dist_palmyra_km,d_rog_km,d_path_km
A_zscore,2022-11-25,great frigatebird,E_seabird_predator,1.0,1.0,1.0,30.012527873322384,4.79342599759244,2.481673599768996,3.282484335375159
A_zscore,2022-11-25,grey reef shark,C_mesopredator,5.0,5.0,3.0833333333333335,56.778730081114944,43.71383783532464,0.0946124418665093,-0.5273452750731478
A_zscore,2022-11-25,reef manta ray,A_plankton_feeding_mobile,2.0,2.0,2.0,20.176305093466684,-94.54896428919858,-0.1488845984433418,-0.09099008629731475
A_zscore,2023-01-16,great frigatebird,E_seabird_predator,1.0,1.0,1.0,2.1290400820880784,2.2236800792040157,3.590039936623146,51.377660248653484
A_zscore,2023-01-16,grey reef shark,C_mesopredator,1.0,1.0,1.0,31.577821811105675,-16.310591864635526,1.848326425660022,5.573669434586885
A_zscore,2023-01-16,reef manta ray,A_plankton_feeding_mobile,2.0,2.0,2.0,17.500210553180136,-5.71589353546949,0.22142461525718588,0.4428492304943299
A_zscore,2023-01-29,great frigatebird,E_seabird_predator,1.0,1.0,1.0,53.98064391852627,15.369631052676109,8.529684330004546,44.756526171785026
A_zscore,2023-01-29,grey reef shark,C_mesopredator,1.0,1.0,1.0,92.92828210602556,115.60070765063367,1.5382053052923865,1.8831153084659622
A_zscore,2023-01-29,reef manta ray,A_plankton_feeding_mobile,2.0,2.0,2.0,31.19238347604414,-12.812079841377624,1.0139161913268773,2.0278323811919234
A_zscore,2023-02-14,great frigatebird,E_seabird_predator,1.0,1.0,1.0,15.808838319598827,-20.297918326831827,0.6185224652453059,-51.841608396151685
A_zscore,2023-02-14,grey reef shark,C_mesopredator,1.0,1.0,1.0,90.5789303469299,-56.04767763619168,-3.410815125993847,-7.5612279356004795
A_zscore,2023-02-14,reef manta ray,A_plankton_feeding_mobile,2.0,2.0,2.0,27.574970158716482,21.81402552963658,1.0090879895297902,2.4581163575485805
A_zscore,2023-03-17,great frigatebird,E_seabird_predator,1.0,1.0,1.0,41.61777773443366,-36.16821437392154,-22.638763781382018,-139.96813169238771
A_zscore,2023-03-17,grey reef shark,C_mesopredator,1.0,1.0,1.0,100.10441734158015,-65.65867941643182,1.7031593254671464,2.5938070336517107
A_zscore,2023-03-17,reef manta ray,A_plankton_feeding_mobile,2.0,2.0,1.8333333333333333,19.319660327021847,-23.6559584929866,0.12463394832836361,0.3355548765374543
A_zscore,2023-04-02,grey reef shark,C_mesopredator,1.0,1.0,1.0,189.6635800606735,178.4035425715019,-2.695631099926801,-5.127659178798363
A_zscore,2023-04-02,reef manta ray,A_plankton_feeding_mobile,1.5714285714285714,1.0,1.0,72.41494670116342,-102.38686750546329,6.464080868407744,18.41342036004428
B_percentile,2022-06-03,blue marlin,D_mobile_predator,1.0,1.0,1.0,399.9530166660279,424.75757371924226,10.069500680718503,25.509937387221875
B_percentile,2022-06-03,bottlenose dolphin,D_mobile_predator,2.5,5.0,3.6666666666666665,5.8602705788466825,-0.8566513424278197,1.6470644017181781,4.410032875699656
B_percentile,2022-06-03,great frigatebird,E_seabird_predator,4.5,6.0,6.166666666666667,31.630034507236147,0.06777182396064507,20.91679014387943,215.78899089360934
B_percentile,2022-06-03,grey reef shark,C_mesopredator,3.25,6.0,6.0,60.074198318852794,69.64179570256996,0.12182244742202197,1.4546266779179549
B_percentile,2022-06-03,melon-headed whale,D_mobile_predator,4.333333333333333,6.0,4.083333333333333,20.20577589429187,3.9307133620429324,3.6182913187996864,31.772090823100793
B_percentile,2022-06-03,red-footed booby,E_seabird_predator,14.4,7.666666666666667,5.166666666666667,5.545315813406082,0.012161535705219828,7.3588408640724055,52.77901200547709
B_percentile,2022-06-03,reef manta ray,A_plankton_feeding_mobile,1.2,3.3333333333333335,3.1666666666666665,28.31025299650547,-14.528495529206111,-10.442203584833596,-31.24715403958112
B_percentile,2022-06-03,sooty tern,E_seabird_predator,2.6,2.0,4.363636363636363,105.15386552740826,155.18727749898582,-9.685997705787344,-90.87485345077249
B_percentile,2022-06-03,yellowfin tuna,D_mobile_predator,3.8,9.0,9.0,32.15510453817928,103.71510434969811,4.430391529480973,12.479662752889656
B_percentile,2022-06-14,blue marlin,D_mobile_predator,1.0,1.0,1.0,337.6901444474018,348.22876291232404,-4.312483314442268,-10.54308814877579
B_percentile,2022-06-14,bottlenose dolphin,D_mobile_predator,4.142857142857143,2.6666666666666665,1.2222222222222223,6.058212331408789,1.0712361077146246,-1.0753211333219284,-2.26077438812041
B_percentile,2022-06-14,great frigatebird,E_seabird_predator,6.428571428571429,6.0,4.0,24.436297258523485,22.329219176068943,9.52133384019682,71.53211763615141
B_percentile,2022-06-14,grey reef shark,C_mesopredator,6.0,6.0,6.0,4.095462403763014,-22.970591546460938,0.04763055180116238,0.47332970632454874
B_percentile,2022-06-14,melon-headed whale,D_mobile_predator,4.285714285714286,4.0,1.0,60.36100239945578,67.15840784114255,3.6599067804944987,20.494918409016385
B_percentile,2022-06-14,red-footed booby,E_seabird_predator,5.714285714285714,4.0,3.75,4.651035415290463,-0.011143089473867107,8.615418625860084,32.57070159435008
B_percentile,2022-06-14,reef manta ray,A_plankton_feeding_mobile,3.142857142857143,3.0,3.0,65.31239582461335,81.68661723078236,-0.3662379353303731,-0.4835953167094864
B_percentile,2022-06-14,yellowfin tuna,D_mobile_predator,9.0,9.0,7.416666666666667,103.34513164739244,103.67515512853578,-0.222417444779631,-0.41249340025566994
B_percentile,2022-06-26,blue marlin,D_mobile_predator,1.0,1.0,1.0,617.8958190601353,435.76475089414487,1.026356361731974,4.119912368474186
B_percentile,2022-06-26,great frigatebird,E_seabird_predator,4.0,4.0,4.0,37.09517559952842,-14.076138091903115,-11.921682331337966,-69.05172574784459
B_percentile,2022-06-26,grey reef shark,C_mesopredator,6.0,6.0,6.0,29.635615164854027,37.39846848087292,0.0802290934381431,-0.38499876267788213
B_percentile,2022-06-26,red-footed booby,E_seabird_predator,4.0,3.0,2.75,3.9955920175282835,-0.009691078920742724,-5.819723006697902,-22.543328694137685
B_percentile,2022-06-26,reef manta ray,A_plankton_feeding_mobile,3.0,3.0,3.0,100.02683474652353,44.6279742980106,-0.46887841404869235,-1.5730730327865103
B_percentile,2022-06-26,yellowfin tuna,D_mobile_predator,7.857142857142857,5.333333333333333,3.9166666666666665,217.216769584416,132.78618351385137,2.7391615308678707,8.08222132999795
B_percentile,2022-07-20,blue marlin,D_mobile_predator,1.0,1.0,1.0,529.2058895279794,494.8067195728843,2.4382156453697093,4.918238832714799
B_percentile,2022-07-20,great frigatebird,E_seabird_predator,3.0,2.3333333333333335,2.3333333333333335,20.80457722292414,22.155830832656136,9.412253767831128,109.17362828619247
B_percentile,2022-07-20,grey reef shark,C_mesopredator,6.0,6.0,6.0,17.293713202556546,-9.782208732504728,-0.9815315956003703,-2.344822342544476
B_percentile,2022-07-20,red-footed booby,E_seabird_predator,2.0,2.0,2.0,2.5069699055871557,0.0058624115581424885,-2.83221324028605,3.680824446879967
B_percentile,2022-07-20,reef manta ray,A_plankton_feeding_mobile,3.0,3.0,3.0,109.60205078453758,27.949217659752065,0.07007636264540373,-0.3104039811625494
B_percentile,2022-07-20,yellowfin tuna,D_mobile_predator,3.0,3.0,2.1666666666666665,60.802659119372045,85.33085499379337,3.798636251335205,8.686822544459012
B_percentile,2022-08-17,great frigatebird,E_seabird_predator,1.0,1.0,1.0,16.138047042859814,-42.19134292899298,-17.389405945451898,-149.45028494445444
B_percentile,2022-08-17,grey reef shark,C_mesopredator,6.0,6.0,6.0,39.01319687711611,-10.875490937916581,-0.11985138942786921,0.2986189167631679
B_percentile,2022-08-17,reef manta ray,A_plankton_feeding_mobile,3.0,3.0,2.75,72.04947586634805,14.010320934781305,-2.260676045797702,-5.678058280592403
B_percentile,2022-08-17,yellowfin tuna,D_mobile_predator,1.1428571428571428,1.0,1.0,256.9706529710033,36.02174357410081,5.082430674462861,9.756808572947083
B_percentile,2022-09-12,great frigatebird,E_seabird_predator,1.0,1.0,1.0,27.863511804162677,-6.929899064771973,3.823626155592173,19.387216656940097
B_percentile,2022-09-12,grey reef shark,C_mesopredator,6.0,6.0,6.0,94.0863102024451,-23.971720429621122,-1.626428105068682,-4.315603346694656
B_percentile,2022-09-12,reef manta ray,A_plankton_feeding_mobile,2.0,2.0,2.0,46.5023284537779,10.746748562746518,-1.799650577942589,-5.248079447616422
B_percentile,2022-09-12,yellowfin tuna,D_mobile_predator,1.0,1.0,1.0,299.9058475387056,-312.8295892527126,1.2434904637483157,-1.342079299646315
B_percentile,2022-09-24,great frigatebird,E_seabird_predator,1.0,1.0,1.0,18.173319025231436,9.150999551129964,1.305747208118241,-23.985391509551675
B_percentile,2022-09-24,grey reef shark,C_mesopredator,6.0,6.0,6.0,95.56896210865347,-13.938157768481737,0.3619275982265986,0.8924662017705991
B_percentile,2022-09-24,reef manta ray,A_plankton_feeding_mobile,2.0,2.0,2.0,29.2048687058414,15.598583279653326,-0.7190009029746753,-1.4380018053762358
B_percentile,2022-09-24,yellowfin tuna,D_mobile_predator,1.0,1.0,1.0,548.8387302106901,-491.83066883339,3.136076757732596,9.667918330169943
B_percentile,2022-10-03,great frigatebird,E_seabird_predator,1.0,1.0,1.0,29.244957833890574,-32.31446538446055,2.9645114077442756,-61.91069675270188
B_percentile,2022-10-03,grey reef shark,C_mesopredator,6.0,6.0,6.0,66.26314745270575,36.585494242054445,0.1345517866609196,0.2962246400113351
B_percentile,2022-10-03,reef manta ray,A_plankton_feeding_mobile,2.0,2.0,2.0,23.06393334405001,18.5655438153654,-0.2968565849753311,-1.0092866585037892
B_percentile,2022-10-03,yellowfin tuna,D_mobile_predator,1.0,1.0,1.0,476.41883240518,-337.1596510125223,-5.681416091807603,-15.630247610772255
B_percentile,2022-10-26,great frigatebird,E_seabird_predator,1.0,1.0,1.0,37.808105254257356,-31.529253521577466,0.1847296473826887,-39.58887640891993
B_percentile,2022-10-26,grey reef shark,C_mesopredator,5.0,5.0,5.0,64.25858079378538,-16.90796221695426,-0.837357152807531,-1.6000783003329548
B_percentile,2022-10-26,reef manta ray,A_plankton_feeding_mobile,2.0,2.0,2.0,13.175719105272783,51.029559335700924,-0.7400779173518539,-1.2691402330379455
B_percentile,2022-10-26,yellowfin tuna,D_mobile_predator,1.0,1.0,1.0,39.827533375592914,30.804387842106934,1.0304170414001401,1.9138606139563414
B_percentile,2022-11-05,great frigatebird,E_seabird_predator,1.0,1.0,1.0,34.22047149561344,-3.2432215780668123,-10.970457140737313,-29.411157308202803
B_percentile,2022-11-05,grey reef shark,C_mesopredator,5.0,5.0,5.0,6.815402402271404,-18.69216314291643,-0.32903652769462166,-0.9123275083221127
B_percentile,2022-11-05,reef manta ray,A_plankton_feeding_mobile,2.0,2.0,2.0,72.39404380469139,-0.15750542167097592,-0.234087705938419,-1.6500307171266382
B_percentile,2022-11-05,yellowfin tuna,D_mobile_predator,1.0,1.0,1.0,24.23425703947808,1.7750235431809926,-2.053623105576329,-6.863629476251674
B_percentile,2022-11-25,great frigatebird,E_seabird_predator,1.0,1.0,1.0,30.012527873322384,4.79342599759244,2.481673599768996,3.282484335375159
B_percentile,2022-11-25,grey reef shark,C_mesopredator,5.0,5.0,3.0833333333333335,56.778730081114944,43.71383783532464,0.0946124418665093,-0.5273452750731478
B_percentile,2022-11-25,reef manta ray,A_plankton_feeding_mobile,2.0,2.0,2.0,20.176305093466684,-94.54896428919858,-0.1488845984433418,-0.09099008629731475
B_percentile,2023-01-16,great frigatebird,E_seabird_predator,1.0,1.0,1.0,2.1290400820880784,2.2236800792040157,3.590039936623146,51.377660248653484
B_percentile,2023-01-16,grey reef shark,C_mesopredator,1.0,1.0,1.0,31.577821811105675,-16.310591864635526,1.848326425660022,5.573669434586885
B_percentile,2023-01-16,reef manta ray,A_plankton_feeding_mobile,2.0,2.0,2.0,17.500210553180136,-5.71589353546949,0.22142461525718588,0.4428492304943299
B_percentile,2023-01-29,great frigatebird,E_seabird_predator,1.0,1.0,1.0,53.98064391852627,15.369631052676109,8.529684330004546,44.756526171785026
B_percentile,2023-01-29,grey reef shark,C_mesopredator,1.0,1.0,1.0,92.92828210602556,115.60070765063367,1.5382053052923865,1.8831153084659622
B_percentile,2023-01-29,reef manta ray,A_plankton_feeding_mobile,2.0,2.0,2.0,31.19238347604414,-12.812079841377624,1.0139161913268773,2.0278323811919234
B_percentile,2023-02-14,great frigatebird,E_seabird_predator,1.0,1.0,1.0,15.808838319598827,-20.297918326831827,0.6185224652453059,-51.841608396151685
B_percentile,2023-02-14,grey reef shark,C_mesopredator,1.0,1.0,1.0,90.5789303469299,-56.04767763619168,-3.410815125993847,-7.5612279356004795
B_percentile,2023-02-14,reef manta ray,A_plankton_feeding_mobile,2.0,2.0,2.0,27.574970158716482,21.81402552963658,1.0090879895297902,2.4581163575485805
B_percentile,2023-03-17,great frigatebird,E_seabird_predator,1.0,1.0,1.0,41.61777773443366,-36.16821437392154,-22.638763781382018,-139.96813169238771
B_percentile,2023-03-17,grey reef shark,C_mesopredator,1.0,1.0,1.0,100.10441734158015,-65.65867941643182,1.7031593254671464,2.5938070336517107
B_percentile,2023-03-17,reef manta ray,A_plankton_feeding_mobile,2.0,2.0,1.8333333333333333,19.319660327021847,-23.6559584929866,0.12463394832836361,0.3355548765374543
B_percentile,2023-03-29,grey reef shark,C_mesopredator,1.0,1.0,1.0,232.73784825849623,143.00230207339627,-0.07038655511557046,-0.0649830490079566
B_percentile,2023-03-29,reef manta ray,A_plankton_feeding_mobile,2.0,1.3333333333333333,1.0,79.05982302189419,-68.59977497407415,6.567611150010281,17.99052780852571
C_front,2022-06-09,blue marlin,D_mobile_predator,1.0,1.0,1.0,467.436893243824,445.9448133210617,0.12120550162500443,-0.5282663026514705
C_front,2022-06-09,bottlenose dolphin,D_mobile_predator,4.857142857142857,4.333333333333333,1.9166666666666667,0.23655542112514005,1.2549426297768527,-1.000367188190114,-4.19876429860944
C_front,2022-06-09,great frigatebird,E_seabird_predator,6.428571428571429,6.333333333333333,4.833333333333333,24.661961298174436,6.860584236042391,4.503038585791845,39.14419775855964
C_front,2022-06-09,grey reef shark,C_mesopredator,6.0,6.0,6.0,29.38974273013713,10.369329053326211,0.5227473745542532,1.4358913268482594
C_front,2022-06-09,melon-headed whale,D_mobile_predator,5.714285714285714,4.0,3.142857142857143,30.807059485689628,1.6625658419282718,-1.5892565785220336,-6.284009429411562
C_front,2022-06-09,red-footed booby,E_seabird_predator,8.857142857142858,6.0,4.166666666666667,3.826993646807676,-0.018006833229136987,8.33846942948337,37.18445142832722
C_front,2022-06-09,reef manta ray,A_plankton_feeding_mobile,3.2857142857142856,3.0,3.0,50.197765229707755,61.08764954006909,-2.8730276614079733,-8.555180125323204
C_front,2022-06-09,sooty tern,E_seabird_predator,4.857142857142857,4.333333333333333,2.0,52.26445410599858,-194.15121860486983,-17.765721884132155,-159.31074059290546
C_front,2022-06-09,yellowfin tuna,D_mobile_predator,8.571428571428571,9.0,8.583333333333334,81.23869019869203,111.8538790959978,1.442499490296277,4.288965184884141
C_front,2022-06-20,blue marlin,D_mobile_predator,1.0,1.0,1.0,468.0662270461395,258.8223197450284,5.535883190477206,13.9249146432816
C_front,2022-06-20,bottlenose dolphin,D_mobile_predator,2.2857142857142856,1.0,1.0,7.630522355713394,0.5728847466949096,-1.5055691816904488,-6.416940377427693
C_front,2022-06-20,great frigatebird,E_seabird_predator,5.142857142857143,4.0,4.0,54.08685980516802,-9.037901592145118,-2.766310759511704,-2.339865937444017
C_front,2022-06-20,grey reef shark,C_mesopredator,6.0,6.0,6.0,13.690331952261054,21.505629923138613,-0.2814675425521811,-0.7285215962086937
C_front,2022-06-20,red-footed booby,E_seabird_predator,4.142857142857143,4.0,3.25,11.51177365434748,0.010496385994708257,5.088699716026429,17.48389252637857
C_front,2022-06-20,reef manta ray,A_plankton_feeding_mobile,3.0,3.0,3.0,89.89760294509476,73.25045819026312,0.5802236464832617,2.6187339917528334
C_front,2022-06-20,yellowfin tuna,D_mobile_predator,8.857142857142858,8.0,5.583333333333333,87.56592662468724,145.5878251596962,0.3689369805964251,0.1640592341172642
C_front,2022-07-11,blue marlin,D_mobile_predator,1.0,1.0,1.0,496.3600681854975,469.4885089975967,-0.47603519910247094,-3.023816610954899
C_front,2022-07-11,great frigatebird,E_seabird_predator,4.0,3.0,2.5833333333333335,6.910721360813929,0.32361734629494743,1.7068132071244158,23.233475592055527
C_front,2022-07-11,grey reef shark,C_mesopredator,6.0,6.0,6.0,14.823377751050067,-19.91803980106397,-0.06023482982882955,0.23777708890925808
C_front,2022-07-11,red-footed booby,E_seabird_predator,2.5714285714285716,2.0,2.0,5.955570767763405,-0.00913847258011935,-6.233562934823883,-25.045703636269693
C_front,2022-07-11,reef manta ray,A_plankton_feeding_mobile,3.0,3.0,3.0,102.07438042762321,35.18842453275363,0.4606329255248549,1.0848162342362695
C_front,2022-07-11,yellowfin tuna,D_mobile_predator,3.2857142857142856,3.0,2.9166666666666665,138.47928340818422,-133.24110514499165,2.963008424772454,6.1477531233167255
C_front,2022-07-22,blue marlin,D_mobile_predator,1.0,1.0,1.0,559.6864536833548,556.3307742788297,3.7958268506270656,8.723859757385558
C_front,2022-07-22,great frigatebird,E_seabird_predator,2.857142857142857,2.0,2.3333333333333335,7.591510796694092,7.075417352843707,0.7676638423035627,30.857838260105297
C_front,2022-07-22,grey reef shark,C_mesopredator,6.0,6.0,6.0,8.601126772798581,-9.46835446428041,-0.9941122139265484,-2.541218168089215
C_front,2022-07-22,red-footed booby,E_seabird_predator,2.0,2.0,2.0,1.6327840805185252,0.008306258115269305,-0.5178286721889087,6.30075706896632
C_front,2022-07-22,reef manta ray,A_plankton_feeding_mobile,3.0,3.0,3.0,119.09945242441258,26.010025399928907,-0.48598245542185836,-1.7730428369483047
C_front,2022-07-22,yellowfin tuna,D_mobile_predator,3.0,3.0,2.0,110.25725656114783,166.7914112275621,-0.6965151838204005,-0.09649315070805642
C_front,2022-08-12,great frigatebird,E_seabird_predator,1.2857142857142858,1.0,1.0,35.847111853494255,-7.763256673448431,-4.56550248494446,-11.623843059322155
C_front,2022-08-12,grey reef shark,C_mesopredator,6.0,6.0,6.0,28.357341586548827,-12.273709531688482,2.1287439548798828,5.065593092664718
C_front,2022-08-12,reef manta ray,A_plankton_feeding_mobile,3.0,3.0,3.0,98.05229437791847,17.208670652994215,-0.0686463435916389,-0.5306690652233055
C_front,2022-08-12,yellowfin tuna,D_mobile_predator,1.8571428571428572,1.0,1.0,496.83638034459005,531.4144209771729,0.00023391918894688501,2.046788922835134
C_front,2022-09-08,great frigatebird,E_seabird_predator,1.0,1.0,1.0,34.002653722521096,28.598337283490846,4.037221937028171,33.44480976251754
C_front,2022-09-08,grey reef shark,C_mesopredator,6.0,6.0,6.0,71.9477080755567,-12.957918674382569,-0.8076314022400246,-2.1455673392056447
C_front,2022-09-08,reef manta ray,A_plankton_feeding_mobile,2.0,2.0,2.0,33.33159965501926,4.530109653462858,0.8504036099942571,1.1788027333841087
C_front,2022-09-08,yellowfin tuna,D_mobile_predator,1.0,1.0,1.0,244.06786132079299,-167.17668141710215,-0.3744138280765146,-5.02568325005841
C_front,2022-09-24,great frigatebird,E_seabird_predator,1.0,1.0,1.0,18.173319025231436,9.150999551129964,1.305747208118241,-23.985391509551675
C_front,2022-09-24,grey reef shark,C_mesopredator,6.0,6.0,6.0,95.56896210865347,-13.938157768481737,0.3619275982265986,0.8924662017705991
C_front,2022-09-24,reef manta ray,A_plankton_feeding_mobile,2.0,2.0,2.0,29.2048687058414,15.598583279653326,-0.7190009029746753,-1.4380018053762358
C_front,2022-09-24,yellowfin tuna,D_mobile_predator,1.0,1.0,1.0,548.8387302106901,-491.83066883339,3.136076757732596,9.667918330169943
C_front,2022-11-11,great frigatebird,E_seabird_predator,1.0,1.0,1.0,13.315726981070476,-9.175315687086112,1.8481882731992982,18.653728259235777
C_front,2022-11-11,grey reef shark,C_mesopredator,5.0,5.0,5.0,13.662981118248611,-2.7730363425688793,0.35210477080294855,1.3959785060803753
C_front,2022-11-11,reef manta ray,A_plankton_feeding_mobile,2.0,2.0,2.0,44.54212025141544,-24.450139429850708,-0.4870993923459621,-0.5574881695607532
C_front,2022-11-11,yellowfin tuna,D_mobile_predator,1.0,1.0,1.0,61.35156492005723,75.20930639572768,-0.4509068657756421,-2.1119372905520315
C_front,2022-11-25,great frigatebird,E_seabird_predator,1.0,1.0,1.0,30.012527873322384,4.79342599759244,2.481673599768996,3.282484335375159
C_front,2022-11-25,grey reef shark,C_mesopredator,5.0,5.0,3.0833333333333335,56.778730081114944,43.71383783532464,0.0946124418665093,-0.5273452750731478
C_front,2022-11-25,reef manta ray,A_plankton_feeding_mobile,2.0,2.0,2.0,20.176305093466684,-94.54896428919858,-0.1488845984433418,-0.09099008629731475
C_front,2022-12-13,great frigatebird,E_seabird_predator,1.0,1.0,1.0,30.20899564907529,-13.587812356004335,-1.404377909776187,-1.7103675813759196
C_front,2022-12-13,grey reef shark,C_mesopredator,3.0,2.6666666666666665,2.0,26.265175756693278,2.223940449129401,-1.4520468360821037,-1.9837415130002922
C_front,2022-12-13,reef manta ray,A_plankton_feeding_mobile,2.0,2.0,2.0,25.333956739043472,-10.233414153766489,0.07239124281689091,0.1447824855901032
C_front,2022-12-29,great frigatebird,E_seabird_predator,1.0,1.0,1.0,26.247588712502747,-9.88590208203762,-3.461664438851873,-32.8450262277658
C_front,2022-12-29,grey reef shark,C_mesopredator,2.0,2.0,1.0,34.3753935433278,-17.15783635275585,0.33067835244881527,0.4851015038831168
C_front,2022-12-29,reef manta ray,A_plankton_feeding_mobile,2.0,2.0,2.0,17.411490699241618,-5.132848622004502,-0.4048375591465702,-0.8096751181075948
C_front,2023-01-14,great frigatebird,E_seabird_predator,1.0,1.0,1.0,4.020095668930359,5.411085897161545,4.721005760580876,37.63521596743783
C_front,2023-01-14,grey reef shark,C_mesopredator,1.0,1.0,1.0,25.428132819645125,-17.41720069642082,1.0209934743521605,2.8793200085698354
C_front,2023-01-14,reef manta ray,A_plankton_feeding_mobile,2.0,2.0,2.0,16.823867267348913,-5.696028652863589,0.1228644991823073,0.24572899838775053
C_front,2023-04-02,grey reef shark,C_mesopredator,1.0,1.0,1.0,189.6635800606735,178.4035425715019,-2.695631099926801,-5.127659178798363
C_front,2023-04-02,reef manta ray,A_plankton_feeding_mobile,1.5714285714285714,1.0,1.0,72.41494670116342,-102.38686750546329,6.464080868407744,18.41342036004428
C_front,2023-05-06,grey reef shark,C_mesopredator,1.0,1.0,1.0,12.11867588324169,8.380423313653537,0.7053858813047453,0.5089730134877639
D_persistent,2022-06-15,blue marlin,D_mobile_predator,1.0,1.0,1.0,326.79598050320135,335.2030338259014,-2.997067602037852,-6.99932714597125
D_persistent,2022-06-15,bottlenose dolphin,D_mobile_predator,3.857142857142857,2.3333333333333335,1.125,6.53523547720907,0.7989069078428779,-1.1224251466021524,-1.7563317406807286
D_persistent,2022-06-15,great frigatebird,E_seabird_predator,6.428571428571429,5.0,4.0,24.454840241603463,16.985936796653768,8.317148368280286,70.89142736461497
D_persistent,2022-06-15,grey reef shark,C_mesopredator,6.0,6.0,6.0,4.7823896273032975,-22.726952730960576,-0.02250296403617691,0.13868203666448942
D_persistent,2022-06-15,red-footed booby,E_seabird_predator,5.428571428571429,4.0,3.6666666666666665,4.330060924909448,-0.011143089473867107,6.2582855935757795,17.602347454158576
D_persistent,2022-06-15,reef manta ray,A_plankton_feeding_mobile,3.0,3.0,3.0,67.49907280596177,83.99509032183178,0.023008238573488438,0.6707463955788349
D_persistent,2022-06-15,yellowfin tuna,D_mobile_predator,9.0,9.0,7.083333333333333,100.55667269128554,122.37969504548943,-0.11908700752083856,0.25371049339842244
D_persistent,2022-11-26,great frigatebird,E_seabird_predator,1.0,1.0,1.0,27.289659757136057,8.098675428776183,1.2119983596653725,-17.668869824229603
D_persistent,2022-11-26,grey reef shark,C_mesopredator,5.0,4.666666666666667,3.0,55.79938458476161,43.71383783532464,0.2310530214059705,-0.38962468257874416
D_persistent,2022-11-26,reef manta ray,A_plankton_feeding_mobile,2.0,2.0,2.0,23.964579791719586,-94.1948294624035,-0.30495283690926045,-0.40312656303452243
D_persistent,2023-01-30,great frigatebird,E_seabird_predator,1.0,1.0,1.0,45.63638684801103,46.609045455133376,11.518247955287201,92.01127808753216
D_persistent,2023-01-30,grey reef shark,C_mesopredator,1.0,1.0,1.0,87.17853414335943,106.71621392368117,1.2078283636710392,0.6259252128707171
D_persistent,2023-01-30,reef manta ray,A_plankton_feeding_mobile,2.0,2.0,2.0,34.65190196666862,-15.70369154712597,1.2452789442321284,2.490557885808422
