reaction_id,reaction_name,subsystem,gene_association,modulation_fraction,remaining_capacity_fraction,baseline_flux,modulated_flux,feasible,solver_status,objective_value,runtime,atp_demand,atp_per_glc,atp_per_o2,atp_per_carbon,glc_uptake,o2_uptake,lac_out,lac_per_atp,total_flux,condition,state_method,mod_method,model
MAR04363,2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming),,ENSG00000074800 or ENSG00000108515 or ENSG00000111674,0.0,1.0,20.0,20.0,True,optimal,29.999999999999996,0.9314346313476562,29.999999999999993,2.999999999999999,14.999999999999996,0.4999999999999999,10.0,2.0,16.000000000000284,0.533333333333343,370.00000000000273,oxygen_limited,moma_linear,bound_scaling,human2
MAR04363,2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming),,ENSG00000074800 or ENSG00000108515 or ENSG00000111674,0.1,0.9,20.0,20.0,True,optimal,29.999999999999996,0.9329047203063965,29.999999999999993,2.999999999999999,14.999999999999996,0.4999999999999999,10.0,2.0,16.000000000000284,0.533333333333343,370.00000000000273,oxygen_limited,moma_linear,bound_scaling,human2
MAR04363,2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming),,ENSG00000074800 or ENSG00000108515 or ENSG00000111674,0.25,0.75,20.0,20.0,True,optimal,29.999999999999996,0.9489648342132568,29.999999999999993,2.999999999999999,14.999999999999996,0.4999999999999999,10.0,2.0,16.000000000000284,0.533333333333343,370.00000000000273,oxygen_limited,moma_linear,bound_scaling,human2
MAR04363,2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming),,ENSG00000074800 or ENSG00000108515 or ENSG00000111674,0.5,0.5,20.0,20.0,True,optimal,29.999999999999996,0.9390461444854736,29.999999999999993,2.999999999999999,14.999999999999996,0.4999999999999999,10.0,2.0,16.000000000000284,0.533333333333343,370.00000000000273,oxygen_limited,moma_linear,bound_scaling,human2
MAR04363,2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming),,ENSG00000074800 or ENSG00000108515 or ENSG00000111674,0.75,0.25,20.0,20.0,True,optimal,29.999999999999996,0.9693739414215088,29.999999999999993,2.999999999999999,14.999999999999996,0.4999999999999999,10.0,2.0,16.000000000000284,0.533333333333343,370.00000000000273,oxygen_limited,moma_linear,bound_scaling,human2
MAR04363,2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming),,ENSG00000074800 or ENSG00000108515 or ENSG00000111674,0.9,0.09999999999999998,20.0,8.437499999999998,True,optimal,18.437500000000004,0.8470022678375244,6.875000000000084,0.6875000000000083,3.437500000000042,0.11458333333333472,10.000000000000002,2.0,16.000000000000284,2.32727272727274,323.7500000000084,oxygen_limited,moma_linear,bound_scaling,human2
MAR04363,2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming),,ENSG00000074800 or ENSG00000108515 or ENSG00000111674,1.0,0.0,20.0,0.0,True,optimal,10.000000000000002,1.3729596138000488,0.0,0.0,0.0,0.0,4.999999999999852,2.0,6.000000000000128,6000000000.000128,195.00000000000466,oxygen_limited,moma_linear,bound_scaling,human2
MAR04365,"D-phosphoglycerate 2,3-phosphomutase",,ENSG00000164708 or ENSG00000171314 or ENSG00000172331 or ENSG00000226784,0.0,1.0,-19.999999999999996,-19.999999999999996,True,optimal,29.999999999999996,0.9275403022766113,29.999999999999993,2.999999999999999,14.999999999999996,0.4999999999999999,10.0,2.0,16.000000000000284,0.533333333333343,370.00000000000273,oxygen_limited,moma_linear,bound_scaling,human2
MAR04365,"D-phosphoglycerate 2,3-phosphomutase",,ENSG00000164708 or ENSG00000171314 or ENSG00000172331 or ENSG00000226784,0.1,0.9,-19.999999999999996,-19.999999999999996,True,optimal,29.999999999999996,0.9740030765533447,29.999999999999993,2.999999999999999,14.999999999999996,0.4999999999999999,10.0,2.0,16.000000000000284,0.533333333333343,370.00000000000273,oxygen_limited,moma_linear,bound_scaling,human2
MAR04365,"D-phosphoglycerate 2,3-phosphomutase",,ENSG00000164708 or ENSG00000171314 or ENSG00000172331 or ENSG00000226784,0.25,0.75,-19.999999999999996,-19.999999999999996,True,optimal,29.999999999999996,0.9277477264404297,29.999999999999993,2.999999999999999,14.999999999999996,0.4999999999999999,10.0,2.0,16.000000000000284,0.533333333333343,370.00000000000273,oxygen_limited,moma_linear,bound_scaling,human2
MAR04365,"D-phosphoglycerate 2,3-phosphomutase",,ENSG00000164708 or ENSG00000171314 or ENSG00000172331 or ENSG00000226784,0.5,0.5,-19.999999999999996,-19.999999999999996,True,optimal,29.999999999999996,0.965935468673706,29.999999999999993,2.999999999999999,14.999999999999996,0.4999999999999999,10.0,2.0,16.000000000000284,0.533333333333343,370.00000000000273,oxygen_limited,moma_linear,bound_scaling,human2
MAR04365,"D-phosphoglycerate 2,3-phosphomutase",,ENSG00000164708 or ENSG00000171314 or ENSG00000172331 or ENSG00000226784,0.75,0.25,-19.999999999999996,-19.999999999999996,True,optimal,29.999999999999996,0.9302647113800049,29.999999999999993,2.999999999999999,14.999999999999996,0.4999999999999999,10.0,2.0,16.000000000000284,0.533333333333343,370.00000000000273,oxygen_limited,moma_linear,bound_scaling,human2
MAR04365,"D-phosphoglycerate 2,3-phosphomutase",,ENSG00000164708 or ENSG00000171314 or ENSG00000172331 or ENSG00000226784,0.9,0.09999999999999998,-19.999999999999996,-8.437499999999998,True,optimal,18.4375,0.8697800636291504,18.437500000000043,1.8437500000000109,9.218750000000021,0.30729166666666846,9.999999999999964,2.0,16.00000000000028,0.8677966101695047,427.81250000000466,oxygen_limited,moma_linear,bound_scaling,human2
MAR04365,"D-phosphoglycerate 2,3-phosphomutase",,ENSG00000164708 or ENSG00000171314 or ENSG00000172331 or ENSG00000226784,1.0,0.0,-19.999999999999996,0.0,True,optimal,10.000000000000002,1.470940351486206,9.999999999999856,0.9999999999999856,4.999999999999928,0.16666666666666427,10.0,2.0,16.000000000000284,1.6000000000000514,470.00000000001074,oxygen_limited,moma_linear,bound_scaling,human2
MAR04368,ATP:3-phospho-D-glycerate 1-phosphotransferase,,ENSG00000096006 or ENSG00000102144 or ENSG00000170950,0.0,1.0,19.999999999999993,20.0,True,optimal,29.999999999999996,0.9449338912963867,29.999999999999993,2.999999999999999,14.999999999999996,0.4999999999999999,10.0,2.0,16.000000000000284,0.533333333333343,370.00000000000273,oxygen_limited,moma_linear,bound_scaling,human2
MAR04368,ATP:3-phospho-D-glycerate 1-phosphotransferase,,ENSG00000096006 or ENSG00000102144 or ENSG00000170950,0.1,0.9,19.999999999999993,20.0,True,optimal,29.999999999999996,0.9139297008514404,29.999999999999993,2.999999999999999,14.999999999999996,0.4999999999999999,10.0,2.0,16.000000000000284,0.533333333333343,370.00000000000273,oxygen_limited,moma_linear,bound_scaling,human2
MAR04368,ATP:3-phospho-D-glycerate 1-phosphotransferase,,ENSG00000096006 or ENSG00000102144 or ENSG00000170950,0.25,0.75,19.999999999999993,20.0,True,optimal,29.999999999999996,0.970721960067749,29.999999999999993,2.999999999999999,14.999999999999996,0.4999999999999999,10.0,2.0,16.000000000000284,0.533333333333343,370.00000000000273,oxygen_limited,moma_linear,bound_scaling,human2
MAR04368,ATP:3-phospho-D-glycerate 1-phosphotransferase,,ENSG00000096006 or ENSG00000102144 or ENSG00000170950,0.5,0.5,19.999999999999993,20.0,True,optimal,29.999999999999996,0.9344255924224854,29.999999999999993,2.999999999999999,14.999999999999996,0.4999999999999999,10.0,2.0,16.000000000000284,0.533333333333343,370.00000000000273,oxygen_limited,moma_linear,bound_scaling,human2
MAR04368,ATP:3-phospho-D-glycerate 1-phosphotransferase,,ENSG00000096006 or ENSG00000102144 or ENSG00000170950,0.75,0.25,19.999999999999993,20.0,True,optimal,29.999999999999996,0.9611566066741943,29.999999999999993,2.999999999999999,14.999999999999996,0.4999999999999999,10.0,2.0,16.000000000000284,0.533333333333343,370.00000000000273,oxygen_limited,moma_linear,bound_scaling,human2
MAR04368,ATP:3-phospho-D-glycerate 1-phosphotransferase,,ENSG00000096006 or ENSG00000102144 or ENSG00000170950,0.9,0.09999999999999998,19.999999999999993,8.437499999999998,True,optimal,18.4375,0.9271891117095947,18.437499999999833,1.8437499999999833,9.218749999999917,0.3072916666666639,10.0,2.0,16.00000000000027,0.867796610169514,358.437500000001,oxygen_limited,moma_linear,bound_scaling,human2
MAR04368,ATP:3-phospho-D-glycerate 1-phosphotransferase,,ENSG00000096006 or ENSG00000102144 or ENSG00000170950,1.0,0.0,19.999999999999993,0.0,True,optimal,10.000000000000002,2.0450706481933594,10.000000000000119,1.0000000000000118,5.0000000000000595,0.1666666666666686,10.000000000000002,2.0,16.000000000000284,1.6000000000000094,350.00000000000466,oxygen_limited,moma_linear,bound_scaling,human2
MAR04373,D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating),,ENSG00000105679 or ENSG00000111640,0.0,1.0,-19.999999999999993,-20.0,True,optimal,29.999999999999996,1.0718226432800293,29.999999999999993,2.999999999999999,14.999999999999996,0.4999999999999999,10.0,2.0,16.000000000000284,0.533333333333343,370.00000000000273,oxygen_limited,moma_linear,bound_scaling,human2
MAR04373,D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating),,ENSG00000105679 or ENSG00000111640,0.1,0.9,-19.999999999999993,-20.0,True,optimal,29.999999999999996,0.9763565063476562,29.999999999999993,2.999999999999999,14.999999999999996,0.4999999999999999,10.0,2.0,16.000000000000284,0.533333333333343,370.00000000000273,oxygen_limited,moma_linear,bound_scaling,human2
MAR04373,D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating),,ENSG00000105679 or ENSG00000111640,0.25,0.75,-19.999999999999993,-20.0,True,optimal,29.999999999999996,0.9534471035003662,29.999999999999993,2.999999999999999,14.999999999999996,0.4999999999999999,10.0,2.0,16.000000000000284,0.533333333333343,370.00000000000273,oxygen_limited,moma_linear,bound_scaling,human2
MAR04373,D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating),,ENSG00000105679 or ENSG00000111640,0.5,0.5,-19.999999999999993,-20.0,True,optimal,29.999999999999996,0.9222428798675537,29.999999999999993,2.999999999999999,14.999999999999996,0.4999999999999999,10.0,2.0,16.000000000000284,0.533333333333343,370.00000000000273,oxygen_limited,moma_linear,bound_scaling,human2
MAR04373,D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating),,ENSG00000105679 or ENSG00000111640,0.75,0.25,-19.999999999999993,-20.0,True,optimal,29.999999999999996,0.9493658542633057,29.999999999999993,2.999999999999999,14.999999999999996,0.4999999999999999,10.0,2.0,16.000000000000284,0.533333333333343,370.00000000000273,oxygen_limited,moma_linear,bound_scaling,human2
MAR04373,D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating),,ENSG00000105679 or ENSG00000111640,0.9,0.09999999999999998,-19.999999999999993,-8.437499999999998,True,optimal,18.4375,0.8699402809143066,6.875000000000019,0.6875000000000018,3.4375000000000093,0.11458333333333362,10.000000000000002,2.0,16.00000000000028,2.327272727272762,323.7500000000024,oxygen_limited,moma_linear,bound_scaling,human2
MAR04373,D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating),,ENSG00000105679 or ENSG00000111640,1.0,0.0,-19.999999999999993,0.0,True,optimal,9.66666666666667,1.2498877048492432,0.0,0.0,0.0,0.0,10.000000000000039,2.0,16.00000000000032,16000000000.000319,310.0000000000152,oxygen_limited,moma_linear,bound_scaling,human2
MAR04391,D-glyceraldehyde-3-phosphate aldose-ketose-isomerase,,ENSG00000111669,0.0,1.0,9.999999999999996,9.999999999999996,True,optimal,29.999999999999996,0.960413932800293,29.999999999999993,2.999999999999999,14.999999999999996,0.4999999999999999,10.0,2.0,16.000000000000284,0.533333333333343,370.00000000000273,oxygen_limited,moma_linear,bound_scaling,human2
MAR04391,D-glyceraldehyde-3-phosphate aldose-ketose-isomerase,,ENSG00000111669,0.1,0.9,9.999999999999996,9.999999999999996,True,optimal,29.999999999999996,0.929140567779541,29.999999999999993,2.999999999999999,14.999999999999996,0.4999999999999999,10.0,2.0,16.000000000000284,0.533333333333343,370.00000000000273,oxygen_limited,moma_linear,bound_scaling,human2
MAR04391,D-glyceraldehyde-3-phosphate aldose-ketose-isomerase,,ENSG00000111669,0.25,0.75,9.999999999999996,9.999999999999996,True,optimal,29.999999999999996,0.9320211410522461,29.999999999999993,2.999999999999999,14.999999999999996,0.4999999999999999,10.0,2.0,16.000000000000284,0.533333333333343,370.00000000000273,oxygen_limited,moma_linear,bound_scaling,human2
